actor,cast_ranking,character,episode_name
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Stephanie March,BD Wong,Tamara Tunie,Dann Florek,Christine Lahti,Isabel Gillies,Cindy Katz,Rob Campbell,Shana Dowdeswell,Jeffrey Scaperrotta,Joseph Siravo,Joanna Merlin,Austin Lysy,Réal Andrews,Chris Chalk,Sheila Tapia,Matt Rochester,Eric Martin Brown,Adam Crawford,Robert Gorrie,Caitlin Kinnunen,Philip Levy,John Sierros,Ann Arvia,Josh Page,Raymond McLeod",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Alexandra Cabot,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Executive A.D.A. Sonya Paxton,Kathy Stabler,Mrs. Newsome,Harold Moore,Nikki Sherman,Dickie Stabler,Attorney,Judge Lena Petrovsky,Russell Hunter,Army Recruiter,Neal Douglas,Detective Nita Gomez,Carrie Jones,Liam Black,Danny Proctor,Sam Baylor,Amy Wagner,Officer Fineman,Michael Sherman,Woman,Shane Newsome,Sergeant",Turmoil
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Patrick Heusinger,Tom Pelphrey,Robert John Burke,J. Robert Spencer,Emma Myles,Peter Hermann,Harvey Atkin,Georgia Lyman,Robert Turano,Albert Jones,Caren Browning,Duke Valenti,Eric Kappenberg,Debargo Sanyal,Kris Eivers,Chris Kipiniak,Kari Swenson Riely,Gianna Bruzzese,Michael Macecsko,Eddie Abele,Kent Cassella,Woodie King Jr.,Tim Miller,Mike Edwards,Sarkiss Yen,Elle Antinoro",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Brady Harrison,T-Bone,Ed Tucker,Joseph Soltice,Starla,Trevor Langan,Judge Alan Ridenour,Officer Whitney Bowman,A.D.A. Fritz,CSU Captain Judith Siper,Skull Dawg,Russell Ostrom,Khalil Asaad,Lawrence Jasinski,Todd,Sally,Cassie,Gutter,Clyde Vandyne,Professor,Parking Attendant,Bailiff,ESU,Track and Field Student,T-Bone's girlfriend",Perverted
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Stephanie March,BD Wong,Tamara Tunie,Dann Florek,John Larroquette,Thomas Sadoski,Megalyn Echikunwoke,Christine Toy Johnson,Yaya DaCosta,Audrie Neenan,John Schuck,Chil Kong,Karen Tsen Lee,Bruce McGill,Michael Barra,Michael-Leon Wooley,Nneoma Nkuku,Glenn Kubota,Lyric Davis-Watson,Alexandria Suarez,Glory Curda,Kate Hess,Jerome Preston Bates,Diane Ordelheide,Gayle Turner,Joe Wissler,Dared Wright,Cameron Reed,Peter Macklin,Katherine Terrill,Millard Darden,David Shumbris,Daniel R. Manning,Joe Melendes,Christopher Darbassie,Geeta Citygirl Chopra,Giovanni Capitello,Vaughn Goland,Mauricio Ovalle",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Alexandra Cabot,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Randall Carver,Joe Thagard,Nicole Gleason,Keiko Nishimura,Audrina,Judge Lois Preston,Chief of Detectives Muldrew,Chen Wu,Mrs. Wu,Gordon Garrison,Donnie,T-Mac,Marie Brown,Kwan,Ruby Brown,Hispanic Daughter,Asian Girl,Secretary,ESU Sergeant,Passing Woman,Court Clerk,Jury Foreman,Supporter #3,Opponent #3,Opponent #2,Supporter #1,Opponent #1,Supporter #2,Danny,Reporter,Tariq Al-Haziz,Tariq's Mom,Protester,Handcuffed Perp,Parent",Anchor
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Stephanie March,BD Wong,Tamara Tunie,Dann Florek,Brian Geraghty,Mattie Hawkinson,Monique Gabriela Curnen,Brady Corbet,David Thornton,Audrie Neenan,Patricia Kalember,Joel de la Fuente,Orlagh Cassidy,Jabari Gray,Jack Larson,Robert Levine,Gerald McCullouch,Sylvia Kauders,Erica Bradshaw,Kate Simses,Cuyle Carvin,Eric Petersen,Trevor Zhou,Chris Sierra,Jared Acosta",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Alexandra Cabot,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Peter Butler,Rebecca Ellison,Attorney Owens,Henry Christensen,Lionel Granger,Judge Lois Preston,Judge Taten,TARU Tech Ruben Morales,Mrs. Christensen,CSU Tech Keegan Timmons,Dewey Butler,Sherman,Ben McWilliams,Esther,Court Clerk,Penny,Brad,Jake,Levi,Frank,Courtroom Galley",Quickie
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Naveen Andrews,Valerie Cruz,Dennis Boutsikaris,Stuart Burney,Mark La Mura,Nathan Lee Graham,Jabari Gray,John Schuck,Edward Hibbert,Sarah Paulson,J.E. Brady,Mark Havlis,Robert Langdon Lloyd,John E. Brady,Scott J. Klein,Kathy Patterson",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Detective Ash Ramsey,U.S. Attorney Camilla Velez,Nate Hartman,Yancey Winthrop,Jewelery Store Owner,Gallery Owner,CSU Tech Keegan Timmons,Chief of Detectives Muldrew,Nigel Prestwick,Anne Gillette,Mike,Funeral Director,Reverend Fitzgerald,Mike,Detective,Detective",Shadow
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Stephanie March,BD Wong,Tamara Tunie,Dann Florek,Kathy Griffin,Sutton Foster,Kate Udall,Bryce Ryness,Chad Donella,Stephen Gregory,Curtis McClarin,Reyna de Courcy,Leslie Kritzer,Jennifer Restivo,Scott Nicholson,Jamie Lynn Concepcion,Ashby Dodge,Fletcher Liegerot,Maia McCann,Thomas Gibbons,Rose Sias,Greg Oliver Bodine,Monique Sanchez,Kisha Batista,Amanda Holland,Faye Yvette McQueen,Amy Simmons",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Alexandra Cabot,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Babs Duffy,Rosemary,Sharon Harris,Trey Greenway,Ronnie Watley,Dr. Kyle Beresford,Detective Omar Ellis,Mina,Donna,Janet Burnell,Uni Sullivan,Uni Delgado,Alisa Davies,Carl,Sara,Scott,Aggressive #1,Larry Luft,Lipstick Lesbian,Gay Rights Activist,Lesbian Rights Activist,Lesbian Rights Activist,Protester",P.C.
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Stephanie March,BD Wong,Tamara Tunie,Dann Florek,Mischa Barton,Erin Dilly,Delaney Williams,Elizabeth Marvel,Tonye Patano,Joanna Adler,Joel de la Fuente,Amir Arison,David Alan Basche,Lee Tergesen,Billy Griffith,Breeda Wool,Ray Iannicelli,Tracy Jai Edwards,Boise Holmes,Alex Fanuele,Henry Zebrowski,Zuri Reed,Shawna-Kae Wray,Sasha Toro,Jerome Preston Bates,Cornelius Jones Jr.,Tim Miller,Tyree Michael Simpson,Wolfgang Scheitinger,Emma Nicole Christopher,Kent Burnham,Philippe Vonlanthen,Laura Aguinaga",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Alexandra Cabot,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Gladys Dalton,Shawna Grant,John Buchanan,Dr. Frantz,Judge Maskin,Sarah Gallagher,TARU Tech Ruben Morales,Dr. Manning,Michael Gallagher,Billy Skags,Marmalade,Lynn Drexel,Stanley Koscheck,Abby Mannion,Pimp,Don,Mark,Macy,Spud,Sassy,ESU Leader,Resident Doctor,Court Clerk,Uni,Nathan Gallagher,Marilyn Gallagher,Number One,Number Two,Prostitute",Savior
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Stephanie March,BD Wong,Tamara Tunie,Dann Florek,Lena Olin,Richard Burgi,Russell G. Jones,Yul Vazquez,Tonye Patano,Jabari Gray,Chike Johnson,Daniel Hartley,Judith Light,William Bogert,James Lloyd Reynolds,Kevin Earley,Carissa Jocétt Toro,Joseph A. Halsey,Ian Jarvis,Tim Miller",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Alexandra Cabot,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Ingrid Block,Richard Morgan,Hopkins,Daniel Hardy,Judge Maskin,CSU Tech Keegan Timmons,Victor Tate,Matt Simmons,Judge Elizabeth Donnelly,Thomas Rooney,Security Supervisor,Security Man Tony,Valerie Martin,Uni #1,Urinal Man,Court Clerk",Confidential
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,Stephanie March,BD Wong,Tamara Tunie,Dann Florek,Diora Baird,Eric Lange,Lindsay Crouse,Ned Eisenberg,Sean Cullen,Anne James,Saidah Arrika Ekulona,Jonathan C. Kaplan,Molly Wright Stuart,Ray DeMattis,Elizabeth Flax,Zachary Spicer,Elisabeth A. Furtado,Joe Gately,Jonathan Miles,Christine Fuchs,Norma Chu,Peter Vilim,William H. Burns,Joel Bernard,Jonathan Stewart",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Alexandra Cabot,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Lainie McCallum,Bryce Kelton,Judge Andrews,Roger Kressler,Brett Trask,Dr. Jane Larom,Nardalee Ulah,Daniel Stegman,Beth Stegman,Nestor,Nurse Hutchins,Jason Harris,Rosie,Detention Officer,ICE Agent #1,Juror #1,Asian Woman,Soccer Boy,P.O. Sanchez,Lounge Lizard,Jury Foreperson",Witness
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Jill Scott,Teddy Sears,Ralph Byers,Lisa Arrindell,David Bishins,Amir Arison,Adam Grupper,Caren Browning,Jeri Ryan,Quinton Aaron,David Harrell,Christopher McHale,Judith Lightfoot Clarke,Kelly Kirklyn,J. Paul Nicholas,John Henry Cox,Guy A. Fortt,Anita Hollander,John W. Lawson,Shannon DeVido,Annie Q.,Stephanie Little,Monica Yunus",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Janice Raleigh,Executive A.D.A. Garrett Blaine,Tony Griegs,Cara Raleigh,Mark Hubbard,Dr. Manning,Director of Home Healing,CSU Captain Judith Siper,Patrice La Rue,Damien Woods,Jake Gleason,Brent Williams,Doctor,Angela Myers,Linden Delroy,Judge Gregory Trenton,Uniform,Passenger #1,Passenger #2,Beth Myers,Girl,Julie Anderson,Opera Singer",Disabled
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Jaclyn Smith,Ann-Margret,Renée Taylor,Robert Newman,Mark Elliot Wilson,Tamilla Woodard,Susan Anton,William Atherton,Morgan Fairchild,Kelly Spitko,Joe Passaro,Carter Roy,Nicole Sudhaus,Nicole Nelson",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Susan Delzio,Rita Wills,Maude Monaghan,Cal Cutler,Morris Ostobow,Jenny Coswold,Ned Bogden,Claire Lockton,Francine,Gary Dumont,Larry,Angie,Jane Whitmore",Bedtime
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,John Magaro,Ernest Waddell,Kristin Griffith,Gretchen Egolf,Kevin Geer,Viola Harris,John Scherer,Joel de la Fuente,Audrie Neenan,Ally Walker,Kat Nejat,Kareem Savinon,Alexandra Ingber,Jefferson Breland,Elia Monte-Brown,Mickey Solis,Frank Rodriguez,Pressly Coker,Marty Garcia,Silvestre Rasuk",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Andrew Hingham,Ken Randall,Joyce Hingham,A.D.A. Kendra Gill,Belton Merrell,Mr. Robinson,TARU Tech Ruben Morales,Judge Lois Preston,Dr. Stanton,Audrina Sanchez,Mario Sanchez,Mallory Sidwell,Hotel Security Guard,Juanita,Brad,Hector Gonzales,Jack Robinson,Wedding Guest,Band Member",Conned
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Lynn Cohen,Robert Petkoff,Aaron Tveit,Ellen Dolan,Nelson Landrieu,Jeb Brown,Arthur J. Nascarella,Joel de la Fuente,Chip Brookes,Jabari Gray,Nancy Rodriguez,Juan Javier Cardenas,Blanca Camacho,Ioana Alfonso,Juan Luis Acevedo,Teresa Yenque,Elisa de La Roche,Dominic Colón,María DiDomenico,Jason Cruz,Santos,Anthony Caso,Lauren Fortgang,Etienne Navarre,Juan Carlos Infante,Yanet Cuevas,Gameela Wright,Dawn Evans,Kobe Reverditto,James Ciccone",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Rosa Donetti,John Reilly,Jan Eyck,Lisbeth Sandler,Mr. Santiago,Jake Bradshaw,Alberto Seraphine,TARU Tech Ruben Morales,Dean Jones,CSU Tech Keegan Timmons,Vanessa Vargas,Jorge Vargas,Sandra Palacios,Laura Santiago,Vincent Addams,Cleaning Lady,Cecilia Santiago,Miguel Saenz,Gina Gomez,Freddy Perez,Kiki Maldonado,Director,Tina Jones,Cockfighter #1,Ricardo Valenzuela,Yolanda Rivera,Woman #1,Woman #2,Vendor,Butcher",Beef
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Sharon Stone,Justine Cotsonas,P.J. Benjamin,Lindsay Crouse,Jeremy Allen White,Georgia Lyman,Jason Jurman,Sam Waterston,Brad Dourif,Kevin Anderson,Lorraine Farris,Marty Lawson,Spencer Trinwith,Erica Bradshaw,Jane Dashow,Tom Lucca,Michael Arthur,Todd Fredericks",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,A.D.A. Jo Marlowe,Emily Sullivan,Deputy Fire Marshal Couric,Judge Andrews,Michael Parisi,Officer Whitney Bowman,Mitch Shankman,Jack McCoy,Dr. Iggy Drexel,Frank Sullivan,Marcy,Pete,Brian,Court Clerk,Mary,Firefighter,Uni #1,Detective",Torch
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Sharon Stone,Robert Mouzakes,David Paymer,Delaney Williams,Hanna-Liina Võsa,Brooke Alexander,Bob Jesser,Tonye Patano,Peter Hermann,Sean Cullen,Gordana Rashovich,Caren Browning,Stephen Gregory,Kate Nelligan,Kevin Corrigan,Pasha D. Lychnikoff,Renee Flemings,Carlton Byrd,Jessica Lindsey,Gayle Turner,Alexander Blaise,Jermaine Risby,Harry L. Seddon",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,A.D.A. Jo Marlowe,Donavan Black,Dr. Stephen Elroy,John Buchanan,Sophia Zorav,Beth Butler,Glenn Butler,Judge Maskin,Trevor Langan,Brett Trask,Lili Denkova,CSU Captain Judith Siper,Dr. Kyle Beresford,Judge Sylvia Quinn,Flossy,Anton Petrov,Benny,Zak,Tina Meyer,Court Officer Dominguez,Marty Cranston,Juror,Line-up #1",Ace
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Sharon Stone,Graham Davie,Alex Kingston,Anita Gillette,Harvey Atkin,Kevin Nagle,Michael Willis,Steven Randazzo,Raphael Sbarge,Raymond J. Barry,James Vincent Meredith,Elizabeth Rich,Joe Lanza,Robert Abido,Erin Fogel,Jennifer Dean,Ella Lentini,Melanie Hinkle,Danika Yarosh,Madison Cerniglia,Dani Saril,James Michael Reilly,Freddy Bastone,Jeff Mantel,Rick Johnson,James Belyeu,Jim Dykes,Liz Logan",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,A.D.A. Jo Marlowe,Brad Fletcher,Miranda Pond,Judge Sheila Tripler,Judge Alan Ridenour,Hannigan,Mr. Fletcher,Ray Marcum,Wayne Hankett,Mr. Hankett,Officer Duncan,Mrs. Fletcher,Phil Fletcher,Barry,Samantha,Mrs. Goshgarian,Tina Harper,Toni,Nicole Goshgarian,Colleen Johnson,Carrie,Advocate,Narcotics Officer,Sergeant,Court Clerk,Xavier Student,Mr. Goshgarian,Detective",Wannabe
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Sharon Stone,D.W. Moffett,Cliff Bemis,Esau Pritchett,Isabelle Huppert,Blair Ross,Eric Michael Roy,John Rue,Jake Miller,Rajesh Bose,Erin Moon,Tom Alan Robbins,Derek Morgan,Gianna LePera,Adela Maria Bolet,Goran Ivanovski,Dennis Larkin,David Shumbris",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,A.D.A. Jo Marlowe,Paul Olsen,Jason Culross,Sophie Gerard,Principal Carol Huston,Officer Eddie Nelson,Truck Guy,Nicholas Olsen,Cabbie,Bike Messenger,Gary,Fire Captain,Becca,Lourdes,Motel Clerk,Suffolk County Police Officer,Kidnapper",Shattered
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Henry Ian Cusick,Bailee Madison,Christiane Seidel,Linda Powell,Tasha Lawrence,Will Kempe,Karen Pittman,Peter Strauss,Joan Cusack,Adam Greer,Conan McCarty,Stephen Payne,Rik Alan Walter,Amanda Dillard,John Di Benedetto,Trent Kendall,Amir Darvish,Barbara Miluski,Marcus I. Morton,David Grazioli,Moe Hindi",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Erik Weber,Mackenzie Burton,Darla Pinnington,Lauren White,Marie Povolko,Mickey Schaeffer,FBI Agent Wilcox,Kevin Burton,Pamela Burton,Dr. Zaydok,Trooper Dunphy,Dale Pinnington,Sheriff Renshaw,Ella Burton,Maintenance Man,MTA Official,Muslim Man,Ticket Seller,Wesley,Commuter,Businessman",Locum
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Henry Ian Cusick,Ruby Jerins,Melissa Rain Anderson,Daniel Stewart Sherman,Adrian Martinez,Iris Little Thomas,Anita Gillette,Francie Swift,Angela Reed,Ali Ahn,Janet Carroll,Stephen Gregory,Stephen Tobolowsky,Charles Borland,Emily Dorsch,Madeleine Yen,Amy Tribbey,Isidra Vega,Richard D'Alessandro,Kristin Stewart Chase,Rock Kohli,Alexandra Metz,Frank Blocker,Sarah Hund,Elizabeth Flax,Jamie Lynn Concepcion,Matthew Gumley,Harlin C. Kearsley,Marlon Bedoya,Tony Scheinman,Dylan J. Sampson,Jeremy Lawrence,Bob Jaffe,Seth Ruffer,Nicolina Capitanio",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Erik Weber,Rose Samonsky,Amber Samonsky,Jeff Samonsky,Stuart Linderby,Mrs. Linderby,Judge Sheila Tripler,A.D.A. Sherri West,June LeCompte,Tess Chang,Brenda Fairchild,Dr. Kyle Beresford,Edwin Adelson,Uni Al McCutcheon,Grace Weber,Mandy LeCompte,Louise Adelson,Gina Cassesse,Gino Cassesse,Jessica,Dennis,Tori,Brownstone Man,Apartment Mom,Nurse,Uni Delgado,Boy,Attorney,Male Parent,Offender #1,Offender #2,Offender #3,Offender #4,Offender #5,Goth Girl",Bullseye
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Jennifer Love Hewitt,Judith Light,Francie Swift,Neal Bledsoe,Didi Conn,Peter Hermann,Mike Hodge,Darrell Larson,Skeet Ulrich,James Le Gros,Ron Nakahara,Jennifer Barnhart,Robin LeMon,Nalini Sharma,David Conelli,Joe Melendes,Finise Avery,Ashley Morgan Bloom,Chelsea Chrostowski,Kate Kuen,Stephanie A. Marquardt",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Vicki Sayers,Judge Elizabeth Donnelly,A.D.A. Sherri West,CSU Clifton Montgomery,Nurse,Trevor Langan,Detroit Detective,Preacher,Rex Winters,Bill Harris,Dr. Tanaka,Detective Lorna Diamond,Delivery Lady,Hotel Clerk,Bus Driver,Man in Crowd,Vicki's HS friend,Rape Victim,Linda Langlen,Rape victim,Woman on Bus",Behave
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Paul Schulze,Devon Gearhart,Fred Melamed,Jonathan Freeman,Becky London,Pia Glenn,Amir Arison,Gloria Reuben,Sandra Delgado,Clinton Lowe,Paul Clifford Molnar,Amanda Lisa Wong,Sebastian La Cause,Sheila Kay,Josh Marcantel,Frank Bonsangue,Erika Myers,Flynn Kirk,Onata Aprile,Michaela Annette,Terri Douglas,Patrick Bradford,Dj Nino Carta,Peter Cavnoudias,Julia Zgoda",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Patrick Holbart,Micah Holbart,Dan Goldberg,Bobby,Eva,Detective Erica Cruz,Dr. Manning,Assistant U.S. Attorney Christine Danielson,Victoria,Anthony Tyrell Jones,Brickett, David,Jasmine,AUSA Ben Daltrey,Woman #2,EMT,Crew Boss,Woman #1,Savannah Holbart,Lizzie Holbart,Carly Holbart,Additional voices,Additional,Street Pimp,Anthony the Bookie,Woman #3",Merchandise
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Paula Patton,David Krumholtz,Amanda Fuller,Zach Grenier,Michael Boatman,David Furr,Dan Kohler,Kate Rigg,Jason Jurman,Rosemary Harris,John Keating,Lori Funk,Ebbe Bassey,T.J. Edwards,Lucy Owen,Melissa Benoist,Connor Fox,Brian Wallace,Tyrone L. Robinson,Katie McGee,April Armstrong,Yu Lew,Hadley Delany,L. Anna Lenz,Brenna Gwyn Snowe,Edward M. Kelahan",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,A.D.A. Mikka Von,Dr. Vincent Prochik,Emma Brooks,Judge Miranski,Dave Seaver,Greg Elding,Witt Worley,CSU,Mitch Shankman,Francine Brooks,Sassoon,Monica Worley,Denny Gamm,Ray Castaneda,Lindsay Elding,Ava,Jim,Bart Levin,Phil McPeal,Reporter #1,Reporter #2,I.T. Guy,Aubrey Elding,Trick-or-treater,Trick-or-treater,Court Officer",Wet
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Melissa Sagemiller,Bess Rous,Kevin Alejandro,Michael Gladis,Odeya Rush,Lindsay Crouse,Joel de la Fuente,Anne James,David Alan Grier,Jason Wiles,Marcella Lowery,Meredith Patterson,Ben Sinclair,Athena Ripka,Nicholas Locicero,Jamie Lynn Concepcion,Francesca McGrory",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,A.D.A. Gillian Hardwicke,Camille Walters,Victor Ramos,Bill Dixon,Hannah Milner,Judge Andrews,TARU Tech Ruben Morales,Dr. Jane Larom,Jeremy Swift,Alexander Gammon,Margaret Holmes,Joyce Dixon,Jonas Rothenberg,Lizzie Dixon,Michael Dixon,Uni Delgado,Juror",Branded
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Maria Bello,Alex Kingston,Joseph Sikora,Kat Foster,Charlie Tahan,Neal Bledsoe,Melissa Sagemiller,R. Lee Ermey,Jay Armstrong Johnson,Chris Flockton,Tonya Glanz,Robert C. Kirk,Matthew Montelongo,Alaina Dunn,Tony White,Rio Puertollano,Lohrasp Kansara,Jimmie James",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Vivian Arliss,Miranda Pond,Jason Gambel,Sarah Hoyt,Calvin Arliss,CSU Clifton Montgomery,A.D.A. Gillian Hardwicke,Walter Burlock,Paul,Nicholas Turner,Samantha Millerton,Stan Nelson,George Lawry,Janice,Kevin,Denny,Frank,Bartender",Trophy
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Marcia Gay Harden,Melissa Sagemiller,Jeremy Davidson,Dion Graham,Joe Grifasi,J.C. MacKenzie,Patricia Kalember,Charlie Tahan,T. Ryder Smith,Bruce Winant,Nick Sullivan,Rosie Benton,Brendan Averett,Rob Morgan,Richard D. Busser,Steven Alan Black,Tee Brennan,Thomas Brungardt Esq.,Devin Zamir Coleman,Andrew Jernigan",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,FBI Agent Dana Lewis,A.D.A. Gillian Hardwicke,Seth Coleman,FBI Agent Dowley,Hashi Horowitz,Brian Ackerman,Judge Taten,Calvin Arliss,Tom Marshall,Gerald Kauffman,DCJS Rep,Trooper McPhee,Bullhorn Guy,Perp,Uni,Paul Klein,Militia Member,Rioter,Child,Rioter",Penetration
"Christopher Meloni,Mariska Hargitay,Richard Belzer,Ice-T,BD Wong,Tamara Tunie,Dann Florek,Christine Lahti,Kate Nelligan,CCH Pounder,Dick Latessa,Gwynneth Bensen,Charlie Barnett,Isabel Gillies,Allison Siko,Aria Alpert Adjani,Lenny Wolpe,Anna Greenfield,Elena Hurst,Sam Kitchin,Thomas Schall,Erica Bradshaw,Catherine Brookman,Jen Ponton,Marisol Sacramento,Keona Welch,Alysha Umphress,Julie E. Davis,Stephen Todt",,"Elliot Stabler,Olivia Benson,John Munch,Odafin Tutuola,Dr. George Huang,Dr. Melinda Warner,Donald Cragen,Executive A.D.A. Sonya Paxton,Judge Sylvia Quinn,Carolyn Maddox,Judge Marcus Ridiger,Carla Vincent,Chuck Mills,Kathy Stabler,Kathleen Stabler,Sara Tilden,Dr. Green,Bethany Jennings,Felicia Zorn,Chief Ed James,Dean Bradford Parrish,Court Clerk,Ali,Mia,Tina,Rebecca,Coed,Bartender,College Student",Gray
